MAKE,MODEL,MODEL_YR,BODY_STYLE,VEHICLE_TYPE,DRIVE_TRAIN,PRODUCTION_RELEASE,VEHICLE_CLASS,BODY_FRAME,NUM_OF_SEATING,SEAT_LOC,SEAT_LOC_COMMENTS,MIN_GROSS_WEIGHT,MAX_GROSS_WEIGHT,UPPER_BELT_ANCHORAGE,UPPER_BELT_ANCHORAGE_LOC,SEAT_BELT_PRETENSIONER,SEAT_BELT_PRETENSIONER_LOC,LOAD_LIMITERS,LOAD_LIMITERS_LOC,FRNT_BELT_INDICATOR,FRNT_BELT_LOC,REAR_BELT_INDICATOR,LATCH_REAR_POSITION,HEAD_SAB,HEAD_SAB_TYPE,HEAD_SAB_LOC,HEAD_SAB_MOUNT_LOC,HEAD_SAB_MEET_REQUIREMENTS,HEAD_SAB_DEPLOY_IN_ROLLOVER,TORSO_SAB,TORSO_SAB_TYPE,TORSO_SAB_LOC,TORSO_SAB_MOUNT_LOC,KNEE_BOLSTERS,KNEE_BOLSTERS_LOC,ADL,HEAD_RESTRAINT_IND,DYNAMIC_HEAD_RESTRAINT_IND,BETI,BLIND_SPOT_DETECTION,DAY_RUN_LIGHTS,ADAPTIVE_CRUISE_CONTROL,ABS,ARS,ARS_LOC,AUTO_CRASH_NOTIFICATION,CRASH_DATA_RECORDER,ANTI_THEFT_DEVICE,ANTI_THEFT_DEVICE_TYPE,FRNT_COLLISION_WARNING,NHTSA_FRNT_COLLISION_WARNING,NHTSA_FCW_EVALUATION,LANE_DEPARTURE_WARNING,NHTSA_LANE_DEPARTURE_WARNING,NHTSA_LDW_EVALUATION,CRASH_IMMINENT_BRAKE,NHTSA_CRASH_IMMINENT_BRAKE,NHTSA_CIB_EVALUATION,DYNAMIC_BRAKE_SUPPORT,NHTSA_DYNAMIC_BRAKE_SUPPORT,NHTSA_DBS_EVALUATION,NHTSA_ESC,PELVIS_SAB,PELVIS_SAB_TYPE,PELVIS_SAB_LOC,PELVIS_SAB_MOUNT_LOC,OVERALL_STARS,FRNT_TEST_NO,FRNT_VIN,FRNT_DRIV_STARS,FRNT_PASS_STARS,FRNT_SAFETY_CONCERN_DRIV,FRNT_SAFETY_CONCERN_PASS,FRNT_FOOT_NOTES,FRNT_FOOT_NOTES_PASS,OVERALL_FRNT_STARS,CURB_WEIGHT,FRNT_TESTED_WITH,HIC15_DRIV,CHEST_DEFL_DRIV,LEFT_FEMUR_DRIV,RIGHT_FEMUR_DRIV,NIJ_DRIV,NECK_TENS_DRIV,NET_COMP_DRIV,HIC15_PASS,CHEST_DEFL_PASS,LEFT_FEMUR_PASS,RIGHT_FEMUR_PASS,NIJ_PASS,NECK_TENS_PASS,NET_COMP_PASS,SIDE_TEST_NO,SIDE_VIN,SIDE_DRIV_STARS,SIDE_PASS_STARS,SIDE_BARRIER_STAR,COMB_FRNT_STAR,COMB_REAR_STAR,SIDE_SAFETY_CONCERN_DRIV,SIDE_SAFETY_CONCERN_PASS,SIDE_FOOT_NOTES,SIDE_FOOT_NOTES_PASS,OVERALL_SIDE_STARS,SIDE_TESTED_WITH,SIDE_HIC_36_DRIV,RIB_DEFLECTION_DRIV,ABDOMEN_FORCE_DRIV,SYMPHYSIS_FORCE_DRIV,SIDE_HIC_36_PASS,PELVIC_FORCE_PASS,POLE_TEST_NO,POLE_VIN,SIDE_POLE_STARS,POLE_SAFETY_CONCERN,POLE_FOOT_NOTES,POLE_TESTED_WITH,POLE_HIC_36_DRIV,PELVIC_FORCE,ROLLOVER_POSSIBILITY,STATIC_STABI_FACTOR,TIP,ROLL_SAFETY_CONCERN,ROLL_FOOT_NOTES,ROLLOVER_STARS,NHTSA_BACKUP_CAMERA,BACKUP_CAMERA
AUDI,Q5,2026,SUV,MPV,AWD,1,,,5,"1,3,4,5,6",,5500,5500,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3,4,6",,Yes,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,None,,,"1,3,4,5,6",,,Standard,,,,,,,Standard,,,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
AUDI,Q5 SPORTBACK,2026,SUV,MPV,AWD,1,,,5,"1,3,4,5,6",,5500,5500,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3,4,6",,Yes,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,None,,,"1,3,4,5,6",,,Standard,,,,,,,Standard,,,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
AUDI,Q7,2026,SUV,MPV,AWD,1,,,7,"1,3,4,5,6,7,9",,6393,6581,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,5,6,7,9",Standard,Head Protection,"1,3,4,6,7,9",,Yes,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,None,,,"1,3,4,5,6,7,9",,,Standard,,,,,,,Standard,,,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,,,,,,5,14271,WA1ACBF74PD002763,4,5,,,,,4,4822,"FRONTAL AIRBAG,KNEE AIR BAG",,,,,,,,,,,,,,,14270,WA1LCBF72PD002513,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,11825,WA1AHAF73JD008119,5,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.155,1.26,No Tip,,,4,,
AUDI,Q8,2026,SUV,MPV,AWD,1,,,5,"1,3,4,5,6",,6471,6471,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3,4,6",,Yes,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,None,,,"1,3,4,5,6",,,Standard,,,,,,,Standard,,,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,,,,,,5,10660,WA1AVAF19KD010530,4,5,,,,,5,4930,"FRONTAL AIRBAG,KNEE AIR BAG",,,,,,,,,,,,,,,14274,WA1EVBF13PD001885,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,10659,WA1AVAF14KD010029,5,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.159,1.25,No Tip,,,4,,
AUDI,RS 3,2026,4 DR,PC,AWD,1,,,5,"1,3,4,5,6",,4586,4586,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3,4,6",,Yes,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,Standard,"1,3",,"1,3,4,5,6",,,Standard,,,,,,,Standard,,,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
AUDI,RS 6 AVANT PERFORMANCE,2026,SW,PC,AWD,1,,,5,"1,3,4,5,6",,6030,6030,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3,4,6",,Yes,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,Standard,"1,3",,"1,3,4,5,6",,,Optional,,,,,,,Standard,,,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
AUDI,RS 7 PERFORMANCE,2026,4 DR,PC,AWD,1,,,5,"1,3,4,5,6",,5974,5974,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3,4,6",,Yes,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,Standard,"1,3",,"1,3,4,5,6",,,Optional,,,,,,,Standard,,,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
AUDI,RS E-TRON GT PERFORMANCE,2026,4 DR,PC,AWD,1,,,5,"1,3,4,5,6",,6305,6305,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3,4,6",,Yes,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,Standard,"1,3",,"1,3,4,5,6",,,Standard,,,,,,,Standard,,,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
AUDI,RS Q8 PERFORMANCE,2026,SUV,MPV,AWD,1,,,5,"1,3,4,5,6",,6647,6647,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3,4,6",,Yes,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,None,,,"1,3,4,5,6",,,Standard,,,,,,,Standard,,,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,,,,,,,0,,,,,,,,,4930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.158,1.2523,No Tip,,,4,,
AUDI,S3,2026,4 DR,PC,AWD,1,,,5,"1,3,4,5,6",,4508,4508,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3,4,6",,Yes,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,Standard,"1,3",,"1,3,4,5,6",,,Standard,,,,,,,Standard,,,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
AUDI,S5,2026,4 DR,PC,AWD,1,,,5,"1,3,4,5,6",,5423,5423,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3,4,6",,Yes,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,Standard,"1,3",,"1,3,4,5,6",,,Standard,,,,,,,Standard,,,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
AUDI,S8,2026,4 DR,PC,AWD,1,,,5,"1,3,4,5,6",,6393,6393,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3,4,6",,Yes,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,Standard,"1,3",,"1,3,4,5,6","1,3",,Optional,,,,,,,Standard,,,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
AUDI,S E-TRON GT,2026,4 DR,PC,AWD,1,,,5,"1,3,4,5,6",,6261,6261,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3,4,6",,Yes,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,Standard,"1,3",,"1,3,4,5,6",,,Standard,,,,,,,Standard,,,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
AUDI,SQ5,2026,SUV,MPV,AWD,1,,,5,"1,3,4,5,6",,5699,5699,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3,4,6",,Yes,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,None,,,"1,3,4,5,6",,,Standard,,,,,,,Standard,,,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
AUDI,SQ5 SPORTBACK,2026,SUV,MPV,AWD,1,,,5,"1,3,4,5,6",,5699,5699,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3,4,6",,Yes,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,None,,,"1,3,4,5,6",,,Standard,,,,,,,Standard,,,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
AUDI,SQ7,2026,SUV,MPV,AWD,1,,,7,"1,3,4,5,6,7,9",,6944,6944,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,5,6,7,9",Standard,Head Protection,"1,3,4,6,7,9",,Yes,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,None,,,"1,3,4,5,6,7,9",,,Standard,,,,,,,Standard,,,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,,,,,,,0,,,,,,,,,4677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.157,1.2564,No Tip,,,4,,
AUDI,SQ8,2026,SUV,MPV,AWD,1,,,5,"1,3,4,5,6",,6581,6581,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3,4,6",,Yes,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,None,,,"1,3,4,5,6",,,Standard,,,,,,,Standard,,,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,,,,,,,0,,,,,,,,,4930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.158,1.2523,No Tip,,,4,,
BENTLEY,BENTAYGA (4 SEAT),2026,SUV,MPV,AWD,1,,,4,"1,3,4,6",,,7170,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3,4,6",,Yes,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,,,,"1,3,4,6",,,Standard,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
BENTLEY,BENTAYGA HYBRID,2026,SUV,MPV,AWD,1,,,,,,,7170,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,5,6",Standard,Head Protection,"1,3,4,6",,Yes,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,,,,,,,Standard,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
BENTLEY,BENTAYGA V8,2026,SUV,MPV,AWD,1,,,,,,,7170,,,Standard,"1,3",Standard,"1,3,4,6",,,,"4,5,6",Standard,Head Protection,"1,3,4,6",,Yes,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,,,,,,,Standard,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
BENTLEY,BENTAYGA V8 EWB,2026,SUV,MPV,AWD,1,,,,,,,7170,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,5,6",Standard,Head Protection,"1,3,4,6",,Yes,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,,,,,,,Standard,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
BENTLEY,BENTAYGA V8 SPEED,2026,SUV,MPV,AWD,1,,,,,,,7170,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,5,6",Standard,Head Protection,"1,3,4,6",,Yes,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,,,,,,,Standard,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
BENTLEY,CONTINENTAL GT,2026,2 DR,PC,AWD,1,,,4,"1,3,4,6",,,6437,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3,4,6",,Yes,,Standard,Torso and/or Pelvis Protection,"1,3",,Standard,"1,3",,"1,3,4,6",,,Standard,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
BENTLEY,CONTINENTAL GT CONVERTIBLE,2026,C,PC,AWD,1,,,4,"1,3,4,6",,,6812,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,,Standard,Head Protection,"1,3",,Yes,,Standard,Torso and/or Pelvis Protection,"1,3",,Standard,"1,3",,"1,3,4,6",,,Standard,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
BENTLEY,FLYING SPUR (4 SEAT),2026,4 DR,PC,AWD,1,,,4,"1,3,4,6",,,7088,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3,4,6",,Yes,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,Standard,"1,3",,"1,3,4,6",,,Standard,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
BENTLEY,FLYING SPUR (5 SEAT),2026,4 DR,PC,AWD,1,,,5,"1,3,4,5,6",,,7088,,,Standard,"1,3,4,5,6",Standard,"1,3,4,6",,,,"4,5,6",Standard,Head Protection,"1,3,4,6",,Yes,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,Standard,"1,3",,"1,3,4,5,6",,,Standard,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
BMW,2 SERIES COUPE,2026,2 DR,PC,AWD,1,,,4,"1,3,4,6",,4398,4773,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3,4,6",,,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,Standard,"1,3",,"1,3,4,6",N/A,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
BMW,2 SERIES COUPE,2026,2 DR,PC,RWD,1,,,4,"1,3,4,6",,4398,4773,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3,4,6",,,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,Standard,"1,3",,"1,3,4,6",N/A,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
BMW,2 SERIES GRAN COUPE,2026,4 DR,PC,AWD,1,,,5,"1,3,4,5,6",,4420,4696,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,4.6,Standard,Head Protection,"1,3,4,6",,,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,Standard,"1,3",,"1,3,4,5,6",N/A,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
BMW,2 SERIES GRAN COUPE,2026,4 DR,PC,FWD,1,,,5,"1,3,4,5,6",,4420,4696,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,4.6,Standard,Head Protection,"1,3,4,6",,,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,Standard,"1,3",,"1,3,4,5,6",N/A,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
BMW,3 SERIES SEDAN,2026,4 DR,PC,AWD,1,,,5,"1,3,4,5,6",,4586,4982,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3,4,6",,,,Standard,Torso and/or Pelvis Protection,"1,3",,Standard,"1,3",,"1,3,4,5,6",N/A,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,5,11571,WBA5R7C02MFK51022,5,5,,,,,5,3648,"CURTAIN AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",145.43400,27.70000,895.03600,1022.25500,0.23,922.30500,140.22600,251.84400,13.57100,887.55100,1502.67300,0.33,755.02000,331.26200,11570,WBA5R1C08MFK51099,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",106.91300,21.09400,797.95200,1118.99800,304.53200,2368.17100,11498,WBA5R1C04MFK51620,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",270.30100,2419.08700,0.092,1.5,No Tip,,,5,,
BMW,3 SERIES SEDAN,2026,4 DR,PC,RWD,1,,,5,"1,3,4,5,6",,4586,4982,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3,4,6",,,,Standard,Torso and/or Pelvis Protection,"1,3",,Standard,"1,3",,"1,3,4,5,6",N/A,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,5,11571,WBA5R7C02MFK51022,5,5,,,,,5,3648,"CURTAIN AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",145.43400,27.70000,895.03600,1022.25500,0.23,922.30500,140.22600,251.84400,13.57100,887.55100,1502.67300,0.33,755.02000,331.26200,11570,WBA5R1C08MFK51099,5,5,5,5,5,,,,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",106.91300,21.09400,797.95200,1118.99800,304.53200,2368.17100,11498,WBA5R1C04MFK51620,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",270.30100,2419.08700,0.092,1.5,No Tip,,,5,,
BMW,4 SERIES CONVERTIBLE,2026,C,PC,AWD,1,,,4,"1,3,4,6",,4971,5280,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3",,,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,Standard,"1,3",,"1,3,4,6",N/A,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
BMW,4 SERIES CONVERTIBLE,2026,C,PC,RWD,1,,,4,"1,3,4,6",,4971,5280,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3",,,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,Standard,"1,3",,"1,3,4,6",N/A,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
BMW,4 SERIES COUPE,2026,2 DR,PC,AWD,1,,,4,"1,3,4,6",,4575,4960,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3,4,6",,,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,Standard,"1,3",,"1,3,4,6",N/A,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
BMW,4 SERIES COUPE,2026,2 DR,PC,RWD,1,,,4,"1,3,4,6",,4575,4960,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3,4,6",,,,Standard,Torso and/or Pelvis Protection,"1,3,4,6",,Standard,"1,3",,"1,3,4,6",N/A,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
BMW,4 SERIES GRAN COUPE,2026,4 DR,PC,AWD,1,,,5,"1,3,4,5,6",,5060,5445,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3,4,6",,,,Standard,Torso and/or Pelvis Protection,"1,3",,Standard,"1,3",,"1,3,4,5,6",N/A,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
BMW,4 SERIES GRAN COUPE,2026,4 DR,PC,RWD,1,,,5,"1,3,4,5,6",,5060,5445,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,,,"4,6",Standard,Head Protection,"1,3,4,6",,,,Standard,Torso and/or Pelvis Protection,"1,3",,Standard,"1,3",,"1,3,4,5,6",N/A,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
